classification_id,user_id,subject_id,subject_data,annotations
124,64,75,"{""75"": {""num_classifications"": 1, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
125,69,58,"{""58"": {""num_classifications"": 1, ""sdss_specobjid"": 1507733403556931584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
126,121,45,"{""45"": {""num_classifications"": 1, ""sdss_specobjid"": 957093025366960128}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
127,91,92,"{""92"": {""num_classifications"": 1, ""sdss_specobjid"": 1190160631362250752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
128,146,44,"{""44"": {""num_classifications"": 1, ""sdss_specobjid"": 395220307675211776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
129,94,26,"{""26"": {""num_classifications"": 1, ""sdss_specobjid"": 2028965430676187136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
130,130,6,"{""6"": {""num_classifications"": 1, ""sdss_specobjid"": 1321933530900490240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
131,0,9,"{""9"": {""num_classifications"": 1, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
132,51,74,"{""74"": {""num_classifications"": 1, ""sdss_specobjid"": 1383836034554423296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
133,1,173,"{""173"": {""num_classifications"": 1, ""sdss_specobjid"": 1396266013690980352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
134,168,184,"{""184"": {""num_classifications"": 1, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
135,68,149,"{""149"": {""num_classifications"": 1, ""sdss_specobjid"": 1121436208820414464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
136,38,136,"{""136"": {""num_classifications"": 1, ""sdss_specobjid"": 950337901474899968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
137,63,67,"{""67"": {""num_classifications"": 1, ""sdss_specobjid"": 1623632928988751872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
138,5,17,"{""17"": {""num_classifications"": 1, ""sdss_specobjid"": 445890478437591040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
139,127,78,"{""78"": {""num_classifications"": 1, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
140,105,86,"{""86"": {""num_classifications"": 1, ""sdss_specobjid"": 1580935040416638976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
141,60,7,"{""7"": {""num_classifications"": 1, ""sdss_specobjid"": 1024603039966717952}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
142,196,96,"{""96"": {""num_classifications"": 1, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
143,121,160,"{""160"": {""num_classifications"": 1, ""sdss_specobjid"": 2985927585386489856}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
144,34,70,"{""70"": {""num_classifications"": 1, ""sdss_specobjid"": 2558137834250725376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
145,41,69,"{""69"": {""num_classifications"": 1, ""sdss_specobjid"": 1894961069118482432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
146,5,175,"{""175"": {""num_classifications"": 1, ""sdss_specobjid"": 2389223993845508096}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
147,114,28,"{""28"": {""num_classifications"": 1, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
148,163,152,"{""152"": {""num_classifications"": 1, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
149,22,1,"{""1"": {""num_classifications"": 1, ""sdss_specobjid"": 956054538329024512}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
150,189,80,"{""80"": {""num_classifications"": 1, ""sdss_specobjid"": 2738244166759770112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
151,138,108,"{""108"": {""num_classifications"": 1, ""sdss_specobjid"": 2394954093341730816}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
152,136,27,"{""27"": {""num_classifications"": 1, ""sdss_specobjid"": 421107211050182656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
153,196,176,"{""176"": {""num_classifications"": 1, ""sdss_specobjid"": 1649491518865565696}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
154,50,113,"{""113"": {""num_classifications"": 1, ""sdss_specobjid"": 2083067998171588608}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
155,133,131,"{""131"": {""num_classifications"": 1, ""sdss_specobjid"": 1473816768291039232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
156,128,20,"{""20"": {""num_classifications"": 1, ""sdss_specobjid"": 2942046075868964864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
157,49,98,"{""98"": {""num_classifications"": 1, ""sdss_specobjid"": 2821605017339848704}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
158,177,143,"{""143"": {""num_classifications"": 1, ""sdss_specobjid"": 2039066638094985216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
159,187,88,"{""88"": {""num_classifications"": 1, ""sdss_specobjid"": 2393697075582756864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
160,21,8,"{""8"": {""num_classifications"": 1, ""sdss_specobjid"": 1578682691635668992}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
161,4,170,"{""170"": {""num_classifications"": 1, ""sdss_specobjid"": 2258704805025310720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
162,196,125,"{""125"": {""num_classifications"": 1, ""sdss_specobjid"": 2039115291484514304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
163,68,132,"{""132"": {""num_classifications"": 1, ""sdss_specobjid"": 2836143866153822208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
164,117,89,"{""89"": {""num_classifications"": 1, ""sdss_specobjid"": 1916397967548377088}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
165,9,157,"{""157"": {""num_classifications"": 1, ""sdss_specobjid"": 2723686359389726720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
166,97,57,"{""57"": {""num_classifications"": 1, ""sdss_specobjid"": 1362388685496018944}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
167,190,77,"{""77"": {""num_classifications"": 1, ""sdss_specobjid"": 1974868625567279104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
168,20,177,"{""177"": {""num_classifications"": 1, ""sdss_specobjid"": 1378167777939974144}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
169,92,144,"{""144"": {""num_classifications"": 1, ""sdss_specobjid"": 1971587407857870848}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
170,6,111,"{""111"": {""num_classifications"": 1, ""sdss_specobjid"": 3114243886420092928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
171,141,169,"{""169"": {""num_classifications"": 1, ""sdss_specobjid"": 1557259811173722112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
172,56,24,"{""24"": {""num_classifications"": 1, ""sdss_specobjid"": 881585438500874240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
173,192,15,"{""15"": {""num_classifications"": 1, ""sdss_specobjid"": 2986008674369038336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
174,51,91,"{""91"": {""num_classifications"": 1, ""sdss_specobjid"": 1603376898832885760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
175,164,48,"{""48"": {""num_classifications"": 1, ""sdss_specobjid"": 300637017459419136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
176,92,162,"{""162"": {""num_classifications"": 1, ""sdss_specobjid"": 3341678971891771392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
177,135,36,"{""36"": {""num_classifications"": 1, ""sdss_specobjid"": 3248345551502075904}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
178,3,18,"{""18"": {""num_classifications"": 1, ""sdss_specobjid"": 1923087127436879872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
179,52,133,"{""133"": {""num_classifications"": 1, ""sdss_specobjid"": 1967062637564946432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
180,196,137,"{""137"": {""num_classifications"": 1, ""sdss_specobjid"": 1997446828240431104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
181,168,178,"{""178"": {""num_classifications"": 1, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
182,95,167,"{""167"": {""num_classifications"": 1, ""sdss_specobjid"": 1146213703872440320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
183,97,164,"{""164"": {""num_classifications"": 1, ""sdss_specobjid"": 3142501615399888896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
184,47,159,"{""159"": {""num_classifications"": 1, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
185,199,182,"{""182"": {""num_classifications"": 1, ""sdss_specobjid"": 1360126714713237504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
186,145,153,"{""153"": {""num_classifications"": 1, ""sdss_specobjid"": 1446867737639938048}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
187,74,147,"{""147"": {""num_classifications"": 1, ""sdss_specobjid"": 3090637921343006720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
188,138,3,"{""3"": {""num_classifications"": 1, ""sdss_specobjid"": 2110094829789669376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
189,66,180,"{""180"": {""num_classifications"": 1, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
190,46,138,"{""138"": {""num_classifications"": 2, ""sdss_specobjid"": 2393696525826942976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
191,122,110,"{""110"": {""num_classifications"": 2, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
192,142,4,"{""4"": {""num_classifications"": 2, ""sdss_specobjid"": 1371485495082641408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
193,114,51,"{""51"": {""num_classifications"": 2, ""sdss_specobjid"": 1830843873782425600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
194,165,35,"{""35"": {""num_classifications"": 2, ""sdss_specobjid"": 1048284325465843712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
195,133,87,"{""87"": {""num_classifications"": 2, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
196,68,111,"{""111"": {""num_classifications"": 2, ""sdss_specobjid"": 3114243886420092928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
